row	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test	disagreement_score
1337	4	1	t38	The Trump administration will abandon the global climate change pact and make no effort to meet its voluntary target to curb planet-warming emissions.	disagrees	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	0.001519607381354	0.0012299852065868	0.9972504074120592	4_1_t38	False	-4.754887502163468
1338	4	1	t39	We measured thousands of samples of coal from mines across China, and found that the carbon content of the coal being burned in China is actually much lower than what has been assumed in previous estimates of emissions.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0170099556583608	0.0026235270319834	0.9803665173096556	4_1_t39	True	-5.825742227201615
1339	4	1	t4	Submitting the USâs 26 to 28 percent emissions reduction goal early will spark global cooperation in December climate negotiations in Paris.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007707271475422	0.0014314430909356	0.997797829761522	4_1_t4	False	-5.825742227201615
1340	4	1	t40	As the Arctic gets warmer and warmer, the severe weather picks up.	agrees	disagrees	agrees	agrees	neutral	agrees	neutral	agrees	0.0041600140530229	0.8624182932974173	0.1334216926495597	4_1_t40	False	-0.30998015622252084
1341	4	1	t41	Some experts do see some potential for a legislative path to cut United States carbon pollution.	agrees	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0018722307933053	0.0270301288299486	0.971097640376746	4_1_t41	False	-4.754887502163468
1342	4	1	t42	There is little doubt that climate change is causing ice shelves to disappear in some parts of Antarctica at the moment.	neutral	neutral	agrees	agrees	neutral	agrees	agrees	neutral	0.0034501108391932	0.7805796417745448	0.215970247386262	4_1_t42	False	-4.0
1343	4	1	t43	The fraction of CO2 emissions from human activity appears to have declined by about 5 percent between 1959 and 2008, essentially as the sinks themselves respond to global warming.	agrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	0.9558579517300916	0.0040654647074036	0.0400765835625048	4_1_t43	False	-0.9433583328525625
1344	4	1	t44	Obama will work with environmentalists to curb the detrimental effects of heat-trapping carbon emissions.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	neutral	0.0038791700506876	0.4367187582053653	0.5594020717439471	4_1_t44	True	-4.18226398830014
1345	4	1	t5	In the energy sector, responsible for two-thirds of the greenhouse-gas emissions globally, major emitters are making progress.	agrees	agrees	neutral	neutral	neutral	agrees	neutral	neutral	0.0019488983037035	0.031627272266015	0.9664238294302816	4_1_t5	False	-4.18226398830014
1346	4	1	t6	Climate change is affecting weather all across the planet and when it comes to extreme weather, the strongest links are to coastal flooding [ and ] heat waves.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	agrees	0.0016804021336088	0.9797230339498996	0.0185965639164915	4_1_t6	False	-4.754887502163468
1347	4	1	t7	As an outspoken scientist who warns that the Earth already has a dangerous level of carbon dioxide in the atmosphere, Hansen naturally has his critics.	disagrees	neutral	agrees	agrees	neutral	agrees	neutral	neutral	0.0052603208542212	0.5909482413559074	0.4037914377898714	4_1_t7	False	-0.025062498798072874
1348	4	1	t8	Extracting energy from wind power on a huge scale can cause its own global climate consequences.	agrees	agrees	agrees	neutral	agrees	neutral	disagrees	neutral	0.0458912900038986	0.4518471370649628	0.5022615729311385	4_1_t8	False	-0.025062498798072874
1349	4	1	t9	In light of Shellâs announcement, the amount of acreage already under lease and current market conditions, it does not make sense to prepare for lease sales in the Arctic in the next year and a half.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007510650018333	0.0014970325440411	0.9977519024541256	4_1_t9	False	-5.825742227201615
1350	4	2	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				4_2_s0	False	-24.0
1351	4	2	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	neutral	neutral	agrees	neutral	agrees	agrees				4_2_s1	False	-4.18226398830014
1352	4	2	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				4_2_s2	False	-24.0
1353	4	2	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				4_2_s3	False	-24.0
1354	4	2	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral				4_2_s4	False	-5.825742227201615
1355	4	2	t0	A portion of every dollar raised by a carbon tax in A Green New Deal would be invested in two new community colleges and high-speed broadband in rural areas of every state.	agrees	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0031014837910169	0.102603206225416	0.894295309983567	4_2_t0	False	-4.754887502163468
1356	4	2	t1	Carbon offsets do more harm than help for native peoples.	disagrees	neutral	neutral	neutral	disagrees	neutral	agrees	disagrees	0.5030828559382753	0.0231312860238026	0.4737858580379221	4_2_t1	False	-0.025062498798072874
1357	4	2	t10	If nothing is done to reduce emissions, global warming will be a very or somewhat serious problem in the future.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000542075150243	0.9990316713116	0.0004262535381567	4_2_t10	False	-24.0
1358	4	2	t11	Reining in carbon emissions is both futile and unnecessary, and that money is better spent adapting to what he says will be moderately higher temperatures.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9989442919929366	0.0006254387989361	0.0004302692081273	4_2_t11	False	-24.0
1359	4	2	t12	"Science doesn't know how bad the greenhouse effect is ""and that global warming is"" enmeshed in scientific uncertainty."	neutral	neutral	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	0.8202261449849937	0.003592178424694	0.1761816765903122	4_2_t12	True	-4.18226398830014
1360	4	2	t13	Thereâs no safe way to pursue oil exploration in the frozen wastes of the Arctic Ocean.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0025410587843491	0.0466999463730072	0.9507589948426438	4_2_t13	False	-5.825742227201615
1361	4	2	t14	Greenhouse-gas emissions are causing global warming, and the rising temperatures are leading to the disappearance of Arctic Ocean ice, which is crucial to the health of polar bear populations.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0012008467738949	0.99248319188441	0.0063159613416948	4_2_t14	False	-5.825742227201615
1362	4	2	t15	The great ice sheets are sensitive to small changes in the earthâs average temperature, caused by wobbles in its orbit around the sun.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0014959430066768	0.0084990293080089	0.9900050276853144	4_2_t15	False	-5.825742227201615
1363	4	2	t16	Extreme storms will be much more frequent as a result of global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000515125088828	0.9990848416636962	0.0004000332474756	4_2_t16	False	-24.0
1364	4	2	t17	To be sure, the American greens have greater ambitions than just taxing carbon â like Macron.	neutral	neutral	neutral	neutral	disagrees	neutral	agrees	neutral	0.0423252029752642	0.0156889638307291	0.9419858331940064	4_2_t17	False	-0.9433583328525625
1365	4	2	t18	And contrary to the claims of many greens, when nuclear plants nuclear plants shut down, they are being replaced by fossil fuels, not renewables.	disagrees	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	0.2617097128282475	0.0042467683006688	0.7340435188710835	4_2_t18	False	-4.754887502163468
1366	4	2	t19	The Trump budget would eliminate $250 million for NOAAâs coastal research programs that prepare communities for rising seas and worsening storms.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0085904253898941	0.0018990658980265	0.9895105087120792	4_2_t19	False	-5.825742227201615
1367	4	2	t2	Worldwide levels of the chief greenhouse gas that causes global warming have hit a milestone, reaching an amount never before encountered by humans.	neutral	agrees	agrees	neutral	agrees	agrees	agrees	neutral	0.0035640481856497	0.7668604310833329	0.2295755207310174	4_2_t2	True	-4.18226398830014
1368	4	2	t20	As the biggest emitter, China has to be on board for any global climate agreement to work.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	0.003598650776306	0.2149231712491258	0.7814781779745682	4_2_t20	False	-4.754887502163468
1369	4	2	t21	The difference in ocean-surface temperatures from the Medieval Warm Period to the Little Ice Age is about 0.72 degrees F (0.4 degrees C) over 900 years.	neutral	neutral	neutral	neutral	agrees	neutral	agrees	neutral	0.0028788285802687	0.0796560710074052	0.917465100412326	4_2_t21	False	-4.754887502163468
1370	4	2	t22	Dust, ozone and carbon can accumulate in valleys and basins in California and other Western states.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	0.002309703037921	0.0337563220793644	0.9639339748827144	4_2_t22	False	-5.825742227201615
1371	4	2	t23	Melting is not uniform.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008486571513167	0.001020609758553	0.9981307330901302	4_2_t23	False	-24.0
1372	4	2	t24	A changing climate means that weather-related disasters like droughts, wildfires, storms, floods are potentially going to be costlier and theyâre going to be harsher.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0011871115036672	0.9924058354469408	0.0064070530493917	4_2_t24	False	-5.825742227201615
1373	4	2	t25	A comprehensive and long-range plan to tackle global warming has yet to be passed.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	0.0022683027112257	0.0336959266403925	0.9640357706483816	4_2_t25	False	-5.825742227201615
1375	4	2	t27	Every gas station on it, every car should have a warning label on it, every product that has fossil fuels should have a warning label on it.	agrees	agrees	neutral	neutral	agrees	neutral	agrees	agrees	0.0033563409195655	0.8050962898152448	0.1915473692651896	4_2_t27	False	-4.18226398830014
1376	4	2	t28	Global emissions of carbon dioxide are slowing somewhat from the rapid pace of the last decade.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	disagrees	0.2002391633253897	0.0042188254193308	0.7955420112552795	4_2_t28	False	-4.754887502163468
1377	4	2	t29	When the media the media speak of unusually hot weather as a sign of global warming, the media never seem to look for places where it is unusually cold to show natureâs balance.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	neutral	0.947876006799446	0.0024357238604365	0.0496882693401174	4_2_t29	False	-4.754887502163468
1378	4	2	t3	The trend will likely continue because of global warming.	agrees	agrees	neutral	neutral	agrees	agrees	agrees	agrees	0.0021001611919331	0.96030490711908	0.0375949316889869	4_2_t3	False	-4.754887502163468
1379	4	2	t30	The threat of future regulations, geopolitical instability, and overestimated reserves make fossil fuels financially risky.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	agrees	0.0037271112698352	0.2190748626134356	0.7771980261167292	4_2_t30	False	-4.754887502163468
1381	4	2	t32	Scientists tease out relationships between Antarctic sea ice and natural climate variations, such as swings between El NiÃ±o and La NiÃ±a in the tropical Pacific.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008362168087875	0.0010357389237796	0.9981280442674328	4_2_t32	False	-24.0
1382	4	2	t33	The overall increase in fire in northern regions would not be happening without global warming.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0009464465419864	0.9959583321695276	0.0030952212884859	4_2_t33	False	-5.825742227201615
1384	4	2	t35	Action by the United States alone will not slow global warming significantly unless other large economies commit to carbon cuts, as well.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008640670252131	0.0010265921163605	0.9981093408584262	4_2_t35	False	-24.0
1385	4	2	t36	Global warming is not supported by data, despite scientific consensus to the contrary.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9989080453344334	0.0006465933793065	0.0004453612862599	4_2_t36	False	-24.0
1386	4	2	t37	Burning all the worldâs deposits of coal, oil and natural gas would raise the temperature enough to melt the entire ice sheet covering Antarctica, driving the level of the sea up by more than 160 feet.	agrees	agrees	neutral	neutral	agrees	agrees	agrees	agrees	0.0020894017446603	0.9596729700815791	0.0382376281737606	4_2_t37	False	-4.754887502163468
1387	4	2	t38	Parks help cities become more resilient and sustainable as communities and governments try to lighten their carbon footprints and prepare for climate change.	agrees	neutral	neutral	neutral	agrees	agrees	neutral	agrees	0.003669849422622	0.7468593570520813	0.2494707935252967	4_2_t38	False	-4.0
1388	4	2	t39	People around the world are going to be greatly encouraged by the fact that 54 members of the United States Senate said they want to support a response to global warming â a real mandatory response.	agrees	agrees	neutral	neutral	agrees	agrees	agrees	agrees	0.0020908093599278	0.961093781761065	0.0368154088790072	4_2_t39	False	-4.754887502163468
1389	4	2	t4	People would never accept carbon rationing.	neutral	neutral	neutral	neutral	disagrees	disagrees	disagrees	neutral	0.328289487318247	0.0044576848972834	0.6672528277844696	4_2_t4	True	-4.18226398830014
1390	4	2	t40	The most expensive option for California is inaction in fighting global warming.	agrees	agrees	neutral	agrees	agrees	agrees	neutral	agrees	0.0018561569186917	0.9730039433855532	0.0251398996957549	4_2_t40	False	-4.754887502163468
1391	4	2	t41	Reducing food waste from 20 to 50 percent globally could save $120 billion to $300 billion a year by 2030.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0015902662266113	0.0089836411561234	0.9894260926172652	4_2_t41	False	-5.825742227201615
1392	4	2	t42	The global fight against climate change is a threat to the American economy.	neutral	neutral	neutral	neutral	disagrees	disagrees	neutral	disagrees	0.5034832709883033	0.004420708745668	0.4920960202660288	4_2_t42	False	-4.18226398830014
1393	4	2	t43	It will be important to include this in our efforts to estimate whether the Antarctic ice sheet might become unstable and further increase sea level rise.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.000858591717796	0.0010752267313991	0.9980661815508048	4_2_t43	False	-24.0
1394	4	2	t44	With respect to climate change, it has yet to be determined precisely what the role of human activity is, and in particular, how sensitive the climate is to increased atmospheric carbon dioxide.	neutral	neutral	disagrees	disagrees	neutral	neutral	disagrees	disagrees	0.4202798024165246	0.0045692834707658	0.5751509141127095	4_2_t44	False	-4.0
1395	4	2	t5	Ice at both ends of the Earth is melting far faster, and oceans are warming far faster, than previously thought, suggesting that scientific estimates of a warming planet have been too conservative.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	0.0016700370976324	0.9788890503677083	0.0194409125346591	4_2_t5	False	-5.825742227201615
1396	4	2	t6	It is nonetheless the case that once freed of the burden of having to earn a living or retain their tenure in an academe in thrall to the man-made global warming narrative.	disagrees	disagrees	disagrees	neutral	disagrees	neutral	neutral	neutral	0.6282597680780404	0.0045249794635361	0.3672152524584234	4_2_t6	False	-4.0
1397	4	2	t7	Mr. Pruitt is preparing to convene a âred teamâ of researchers to challenge the notion, broadly accepted among climate scientists, that carbon dioxide and other emissions from fossil fuels are the primary drivers of climate change.	neutral	neutral	neutral	disagrees	disagrees	disagrees	agrees	disagrees	0.7097281275372213	0.0206394365826614	0.2696324358801172	4_2_t7	False	-0.025062498798072874
1398	4	2	t8	According to a NASA study in 2015, the land ice is actually growing in Antarctica.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	disagrees	0.1990161472769356	0.0041208709310182	0.7968629817920461	4_2_t8	False	-4.754887502163468
1399	4	2	t9	The United States reduce carbon dioxide emissions to the lowest level since the mid-1990s, even as emissions rise globally.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008746683638269	0.0010959478002942	0.9980293838358788	4_2_t9	True	-24.0
1400	4	3	s0	Global warming is a hoax.	disagrees	disagrees	neutral	neutral	disagrees	neutral	disagrees	disagrees				4_3_s0	False	-4.18226398830014
1401	4	3	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	agrees	agrees	agrees	agrees	disagrees	agrees	agrees				4_3_s1	False	-0.9433583328525625
1402	4	3	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	agrees	disagrees	neutral	agrees	neutral	neutral				4_3_s2	False	-0.30998015622252084
1403	4	3	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees				4_3_s3	False	-5.825742227201615
1404	4	3	s4	Some icebergs are cute.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral				4_3_s4	False	-5.825742227201615
1405	4	3	t0	Europe become a global leader in reducing greenhouse gases.	neutral	neutral	agrees	neutral	neutral	disagrees	neutral	neutral	0.0021175093286627	0.0024295876708059	0.9954529030005312	4_3_t0	False	-0.9433583328525625
1407	4	3	t10	The Obama administration new plan to cut carbon pollution from power plants will not just fight climate change, but will also quickly improve public health, preventing up to 100,000 asthma attacks and 2,100 heart attacks in the first year the rules take effect.	agrees	neutral	neutral	disagrees	agrees	agrees	agrees	agrees	0.0061202443947092	0.8846799946558707	0.10919976094942	4_3_t10	False	-0.30998015622252084
1408	4	3	t11	We are melting down the future.	agrees	agrees	disagrees	neutral	agrees	agrees	agrees	agrees	0.0032860259693123	0.993187507611708	0.0035264664189796	4_3_t11	False	-0.9433583328525625
1409	4	3	t12	Winter precipitation to fall as rain rather than snow, meaning less melting snowpack to help parched states through the hotter summers.	neutral	agrees	agrees	neutral	agrees	agrees	disagrees	agrees	0.1201252183938222	0.7887088068906543	0.0911659747155236	4_3_t12	False	-0.30998015622252084
1410	4	3	t13	The countryâs climate scientists and politicians have come to agree that by 2050, rising sea levels will inundate some 17 percent of the land and displace about 18 million people.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.0019949052284411	0.9960713585537572	0.0019337362178019	4_3_t13	False	-5.825742227201615
1412	4	3	t15	Changes in rain and snowfall patterns and melting glaciers are reducing water availability and quality in many regions.	neutral	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	0.0052210543053095	0.9355854565740818	0.0591934891206086	4_3_t15	False	-0.30998015622252084
1413	4	3	t16	A third round of global bleaching is ravaging the worldâs coral reefs.	agrees	neutral	neutral	neutral	agrees	agrees	agrees	agrees	0.0040624878233921	0.8752160279302036	0.1207214842464042	4_3_t16	False	-4.18226398830014
1414	4	3	t17	By burning fossil fuels at a prodigious pace and pouring heat-trapping gases into the atmosphere, humanity is about to provoke an abrupt climate shift.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.0020484739685124	0.9959688992525731	0.0019826267789142	4_3_t17	False	-5.825742227201615
1415	4	3	t18	Throughout her career, the global lack of action to slow climate change had become an increasingly alarming issue.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	0.00359183837494	0.9053349249014216	0.0910732367236383	4_3_t18	False	-5.825742227201615
1417	4	3	t2	The scientists are wrong when they say global warming is real.	disagrees	disagrees	agrees	neutral	disagrees	disagrees	disagrees	disagrees	0.9951741710234508	0.0021437995173884	0.0026820294591607	4_3_t2	False	-0.9433583328525625
1419	4	3	t21	Science at this point cannot make the link between the specific greenhouse-gas emissions from, say, Kansas, and link it to the effect on a subset of polar bears or an individual polar bear in the Arctic region.	disagrees	disagrees	neutral	agrees	disagrees	neutral	neutral	neutral	0.6136697103667658	0.0064215513391787	0.3799087382940553	4_3_t21	False	-0.025062498798072874
1420	4	3	t22	Continued global warming poses a risk of rapid, drastic changes in some human and natural systems.	agrees	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	0.0025652269558063	0.994252319094672	0.0031824539495215	4_3_t22	False	-0.9433583328525625
1421	4	3	t23	Prosecutors may decide to investigate companies that chose to fund or join organizations that questioned climate science or policies designed to address the problem, such as the Global Climate Coalition and the American Legislative Exchange Council, to see if discrepancies exist between the companiesâ public and private statements.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	0.0016975758572411	0.0053975569912891	0.9929048671514696	4_3_t23	False	-4.18226398830014
1422	4	3	t24	The U.S. going back to the stone age will not do anything to stop global warming.	disagrees	neutral	neutral	neutral	neutral	agrees	neutral	disagrees	0.2941954491043779	0.0057061846705375	0.7000983662250844	4_3_t24	False	-0.30998015622252084
1423	4	3	t25	There is not one science or environment correspondent attached to any mainstream media publication prepared to do their due diligence on global warming scare stories.	disagrees	disagrees	agrees	agrees	disagrees	disagrees	disagrees	disagrees	0.9949731975127064	0.0031747931099834	0.0018520093773103	4_3_t25	True	-4.754887502163468
1425	4	3	t27	If we create the right environment for innovation, we can accelerate the pace of progress, develop and deploy new solutions, and eventually provide everyone with reliable, affordable energy that is carbon free.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	0.0016591891155933	0.0053629393096551	0.9929778715747516	4_3_t27	True	-4.18226398830014
1426	4	3	t28	The United States of America has disproportionately contributed to the climate and ecological crises and to preventing a transition away from fossil fuels, and Americans thus bear an extraordinary responsibility to solve the crises.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.0019751379049975	0.996069375133511	0.0019554869614915	4_3_t28	False	-5.825742227201615
1427	4	3	t29	Climate change is upon us and that the last thing we should do is double down on drilling for oil, especially in a national treasure like the Arctic refuge.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	0.002237313378404	0.9957814163374448	0.0019812702841511	4_3_t29	False	-5.825742227201615
1429	4	3	t30	Future storms will be slightly stronger because of global warming and sea level is rising faster than researchers once thought.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0012008055465775	0.99704307177764	0.0017561226757825	4_3_t30	False	-24.0
1430	4	3	t31	Sea temperatures are rising.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	agrees	0.00369125658608	0.9027470443129658	0.093561699100954	4_3_t31	False	-4.754887502163468
1432	4	3	t33	The added burden of climate change, with climate change potentially negative effects on sea life, makes the establishment of refuges even more urgent.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	0.0013470345214893	0.9959320452273116	0.0027209202511991	4_3_t33	False	-5.825742227201615
1433	4	3	t34	No more than one-third of proven reserves of fossil fuels can be consumed prior to 2050 unless carbon capture and storage technology is widely deployed.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	agrees	0.0051628583686243	0.3896915216317065	0.6051456199996691	4_3_t34	False	-4.0
1435	4	3	t36	The best place to begin is air travel, with its big carbon footprint.	agrees	neutral	agrees	neutral	agrees	disagrees	agrees	agrees	0.0056826522064591	0.8955198922562337	0.098797455537307	4_3_t36	False	-0.30998015622252084
1436	4	3	t37	Climate scientists can't attribute a single weather event like the Chinese heat wave to man-made global warming.	neutral	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9525708026308471	0.0045958039328378	0.0428333934363148	4_3_t37	True	-0.9433583328525625
1437	4	3	t38	Solar activity has varied a bit while global temperature keeps going up.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	0.0036568448077255	0.0789449794041779	0.9173981757880966	4_3_t38	False	-4.754887502163468
1438	4	3	t39	Humans are not to blame for global warming.	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	disagrees	0.9138900966537216	0.0040305425150645	0.0820793608312138	4_3_t39	False	-0.30998015622252084
1439	4	3	t4	The alleged â consensus â behind the dangers of anthropogenic global warming is not nearly as settled among climate scientists as people imagine.	disagrees	neutral	neutral	neutral	disagrees	neutral	disagrees	disagrees	0.8849324308706185	0.0028625314372642	0.1122050376921171	4_3_t4	False	-4.0
1440	4	3	t40	Representative Markey wants to subpoena the EPA for its failure to turn over documents related to global warming, including the EPA 's draft proposal to regulate greenhouse gas emissions.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	0.0015705319034433	0.005256559758768	0.9931729083377888	4_3_t40	False	-4.18226398830014
1442	4	3	t42	A good year for sea ice in the Antarctic in no way nullifies the precipitous drop in Arctic sea-ice levels year after year â or the mounds of other evidence indicating global warming is really happening.	agrees	agrees	agrees	agrees	neutral	neutral	agrees	agrees	0.0036526754571383	0.8997661957691331	0.0965811287737286	4_3_t42	False	-4.754887502163468
1443	4	3	t43	Global warming can increase snowfall by boosting the amount of moisture in the air.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.004706817699388	0.7358425240726792	0.2594506582279327	4_3_t43	False	-4.754887502163468
1444	4	3	t44	The truth's very difficult to predict exactly how burning fossil fuels will impact the global climate.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	0.0016545627409028	0.0054363189854357	0.9929091182736616	4_3_t44	False	-4.18226398830014
1445	4	3	t5	Action is needed now to counter effects from a further rise in sea level.	agrees	agrees	agrees	neutral	agrees	neutral	agrees	agrees	0.0015254106309503	0.994148727808446	0.0043258615606036	4_3_t5	False	-4.754887502163468
1446	4	3	t6	Climate change is a global problem, and requires that the international community cooperate in its response.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	agrees	0.001531403449371	0.9945940405308442	0.003874556019785	4_3_t6	False	-5.825742227201615
1447	4	3	t7	Seas in the region could rise five to six feet by 2100.	neutral	agrees	agrees	neutral	agrees	neutral	agrees	agrees	0.0034436827523371	0.9287575492351016	0.0677987680125613	4_3_t7	False	-4.18226398830014
1448	4	3	t8	Alaskans have something of an appetite for a carbon tax.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	0.0015705535621028	0.000996323551008	0.9974331228868888	4_3_t8	False	-5.825742227201615
1450	4	4	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				4_4_s0	False	-24.0
1451	4	4	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees				4_4_s1	False	-5.825742227201615
1452	4	4	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				4_4_s2	False	-24.0
1453	4	4	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				4_4_s3	False	-24.0
1454	4	4	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				4_4_s4	False	-24.0
1455	4	4	t0	Some form of carbon capture and storage (or recycling) ultimately will be needed to counter global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	0.0011816494968868	0.9886738561731776	0.0101444943299357	4_4_t0	False	-5.825742227201615
1456	4	4	t1	Averaged over the period, sea-surface temperatures in the eastern equatorial Pacific are cooler than normal.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	0.0427727975189008	0.0031251865216884	0.9541020159594106	4_4_t1	True	-5.825742227201615
1457	4	4	t10	The sea level used to be much higher, and that tsunamis over the years have washed more and more sand on the shore, which created natural layers that could give Mr. Sieh a clue towards the frequency of tsunamis over time.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007360632028247	0.0010896339484762	0.9981743028486988	4_4_t10	False	-24.0
1458	4	4	t11	There are natural ways to address the modern global warming problem.	neutral	agrees	agrees	agrees	agrees	neutral	agrees	neutral	0.0030744938529713	0.7617432144776228	0.2351822916694057	4_4_t11	False	-4.18226398830014
1459	4	4	t12	If the Keystone XL pipeline, which American environmentalists oppose, is not built, the oil would still be extracted at the same rate but would be shipped by rail, so building the pipeline would not increase carbon emissions significantly.	neutral	disagrees	neutral	disagrees	disagrees	disagrees	neutral	disagrees	0.6804293869785932	0.0049402405446637	0.3146303724767429	4_4_t12	False	-4.18226398830014
1460	4	4	t13	Many fossil-fuel companies have made similar contributions to such organizations and scientists over the years.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007552384743969	0.001142249698063	0.99810251182754	4_4_t13	False	-24.0
1461	4	4	t14	It puts a little time back on the carbon clock.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	agrees	0.0264433735266587	0.0334207637093041	0.9401358627640372	4_4_t14	False	-0.9433583328525625
1462	4	4	t15	This extended absence of solar activity may have been partly responsible for the Little Ice Age in Europe, during which temperatures were colder by about 1.8 degrees F than they are today.	neutral	neutral	disagrees	disagrees	agrees	neutral	neutral	neutral	0.2105832243848292	0.0440004996563393	0.7454162759588314	4_4_t15	False	-0.30998015622252084
